,0,1,2,3,4,5,6,class
775,0,1,0,0,1,1,1,5
776,1,0,0,1,0,0,0,4
777,0,0,0,1,0,0,1,6
778,0,1,0,1,0,1,0,1
779,0,0,0,1,0,1,1,5
780,1,1,0,1,1,1,1,9
781,1,1,0,1,0,1,0,4
782,1,0,1,0,1,1,0,7
783,1,0,1,1,0,1,1,3
784,1,1,1,1,1,1,1,5
785,0,1,1,1,0,1,0,4
786,1,0,0,0,0,1,0,7
787,1,0,1,0,0,1,1,1
788,1,1,0,1,1,1,1,5
789,0,1,1,1,0,1,0,4
790,1,1,1,0,0,0,1,9
791,1,1,0,0,1,1,1,3
792,1,1,0,1,1,1,1,6
793,1,0,1,0,0,1,0,7
794,0,1,1,1,0,1,1,8
795,1,1,1,0,0,1,0,7
796,1,0,1,1,1,0,1,2
797,1,0,1,0,0,1,0,7
798,1,1,1,1,1,1,1,5
799,0,1,1,0,0,1,1,9
800,1,0,1,1,1,1,1,3
801,1,0,1,0,1,1,0,0
802,1,0,1,0,0,1,1,7
803,1,0,1,1,0,1,1,3
804,1,0,0,0,0,1,0,7
805,1,1,1,0,0,0,1,9
806,0,0,1,0,1,1,0,1
807,0,1,1,1,0,1,0,4
808,1,0,1,0,1,0,1,2
809,1,0,1,0,0,1,0,7
810,1,1,0,1,1,1,1,0
811,1,1,0,1,0,1,0,5
812,1,1,0,0,0,1,1,9
813,1,1,0,1,0,1,1,6
814,0,1,1,1,0,1,0,8
815,1,0,1,1,0,1,1,9
816,1,0,1,0,1,0,1,2
817,1,1,1,0,1,1,1,8
818,1,1,0,1,0,1,1,6
819,1,1,0,1,1,1,1,6
820,1,0,1,1,0,1,0,3
821,0,1,1,0,0,1,1,9
822,1,1,0,1,0,1,1,6
823,0,1,0,1,1,1,1,6
824,0,1,1,1,0,1,0,4
825,1,0,1,0,1,1,1,0
826,1,1,0,1,1,1,1,6
827,1,1,0,0,1,1,1,8
828,0,0,1,1,0,0,1,2
829,1,0,1,1,1,0,1,2
830,1,1,1,1,1,1,1,9
831,1,1,1,1,0,1,1,9
832,1,0,0,1,0,0,1,3
833,1,1,1,1,1,0,1,2
834,0,0,1,0,0,1,0,1
835,1,1,0,1,1,1,1,6
836,0,0,1,1,1,0,1,2
837,1,1,1,0,0,1,0,1
838,1,0,0,1,0,1,1,9
839,1,1,0,1,0,1,1,9
840,1,0,1,1,1,0,1,2
841,0,0,1,1,1,0,1,2
842,0,1,1,1,0,1,0,4
843,1,0,0,1,0,1,1,5
844,0,1,1,1,0,1,0,7
845,0,0,1,0,0,1,0,7
846,0,0,1,0,0,1,0,1
847,1,1,0,1,1,1,1,9
848,1,0,0,0,0,1,0,7
849,0,1,0,0,0,1,0,1
850,1,1,0,1,0,1,1,9
851,0,1,1,1,0,1,1,9
852,1,1,0,1,0,0,1,9
853,1,0,1,1,0,0,1,2
854,0,1,1,0,0,1,0,4
855,1,1,0,1,1,1,1,6
856,0,1,0,1,1,1,1,6
857,1,1,1,1,1,1,0,8
858,1,0,1,1,1,0,1,2
859,0,1,0,1,1,1,1,8
860,0,1,1,0,0,1,1,1
861,1,1,0,1,1,1,1,6
862,1,1,1,1,1,0,0,2
863,0,0,0,1,1,1,1,6
864,1,0,1,0,0,1,0,7
865,1,1,0,1,0,1,0,1
866,1,0,1,1,1,0,1,2
867,1,1,1,0,0,1,1,7
868,1,0,1,0,1,0,0,7
869,1,1,0,1,1,1,1,6
870,1,0,1,0,0,1,1,7
871,1,1,0,0,1,1,1,0
872,1,1,1,1,0,1,1,5
873,1,1,1,1,0,0,1,9
874,1,1,0,1,1,1,1,6
875,1,1,0,1,1,0,1,9
876,1,1,0,1,1,1,1,6
877,0,0,1,1,1,1,1,2
878,1,1,1,1,0,1,1,8
879,1,0,1,0,0,0,1,2
880,0,0,1,0,1,1,0,1
881,1,0,1,0,1,0,1,2
882,1,0,1,1,0,1,0,1
883,1,1,1,0,0,1,1,0
884,1,1,0,1,0,0,1,5
885,1,1,0,1,1,1,1,6
886,1,0,1,1,0,0,1,8
887,1,1,1,1,1,0,1,2
888,1,1,0,1,1,1,1,6
889,1,0,1,1,1,1,1,8
890,1,0,1,0,0,1,1,7
891,1,1,0,1,0,1,1,5
892,0,1,0,0,0,1,0,4
893,0,1,0,0,0,1,0,4
894,1,1,1,0,0,1,1,0
895,1,1,1,1,0,1,1,9
896,1,1,1,1,0,1,1,9
897,1,0,0,1,1,1,0,5
898,1,0,1,1,0,1,1,3
899,1,0,1,0,0,1,1,7
900,0,1,0,1,1,0,1,8
901,0,1,1,0,1,1,1,7
902,1,0,1,1,0,1,1,5
903,0,0,0,1,1,0,1,2
904,0,0,0,1,0,1,0,7
905,1,1,0,1,0,1,1,5
906,1,1,1,1,0,1,0,7
907,1,0,0,1,1,0,0,6
908,1,1,1,0,0,1,1,0
909,1,1,1,1,0,1,0,9
910,0,0,1,1,1,1,1,8
911,1,1,0,1,0,1,1,8
912,1,1,0,0,0,0,1,8
913,1,0,1,1,0,0,0,1
914,0,1,1,1,0,1,1,4
915,1,0,1,1,0,1,1,3
916,1,1,0,1,0,1,1,5
917,1,1,1,1,0,1,0,9
918,1,1,1,1,1,1,1,8
919,1,0,1,1,1,1,0,8
920,1,0,1,0,0,1,0,7
921,1,1,1,1,0,0,1,4
922,1,1,1,1,1,1,1,8
923,0,1,1,1,0,1,0,4
924,0,1,0,0,0,1,1,5
925,1,1,0,1,0,1,1,6
926,0,1,1,1,1,1,1,8
927,1,1,0,1,1,1,1,5
928,1,0,1,0,1,0,1,0
929,0,1,1,1,1,1,0,4
930,1,1,1,1,0,1,1,9
931,1,1,1,1,0,1,1,8
932,1,0,1,1,1,0,1,2
933,1,1,1,0,1,1,1,8
934,1,1,0,1,0,1,1,5
935,0,0,1,1,0,1,1,3
936,1,1,1,0,1,1,1,0
937,0,1,1,0,0,1,0,1
938,0,1,1,1,0,1,0,4
939,0,0,1,0,0,0,1,1
940,1,1,1,0,0,1,0,0
941,1,0,1,1,0,1,0,9
942,1,1,0,0,1,1,1,6
943,0,1,1,0,0,1,0,9
944,1,0,1,0,1,1,1,0
945,1,1,1,0,0,0,1,6
946,1,1,1,1,1,0,1,8
947,1,1,0,1,1,1,1,5
948,1,1,1,1,1,1,1,8
949,1,0,1,0,0,1,0,7
950,1,0,0,1,1,1,1,6
951,1,0,1,1,0,1,1,3
952,0,1,0,0,0,0,1,6
953,1,0,1,1,0,1,1,3
954,0,1,1,0,1,1,0,4
955,1,0,1,0,1,1,1,0
956,1,1,0,1,0,1,1,5
957,1,0,0,1,0,1,0,1
958,1,1,1,1,0,1,1,6
959,1,1,0,0,0,1,1,5
960,0,0,1,1,0,1,0,1
961,1,1,0,1,0,1,1,5
962,0,1,1,1,0,1,0,4
963,1,0,1,1,0,1,1,3
964,1,0,1,1,0,0,1,2
965,1,0,1,0,0,0,0,7
966,0,1,1,0,0,1,0,1
967,1,0,1,0,0,1,0,1
968,0,1,0,1,0,1,0,4
969,0,1,1,1,0,1,1,4
970,1,1,1,1,1,1,1,8
971,1,1,1,1,0,1,0,9
972,1,1,0,1,1,0,1,6
973,1,1,1,0,1,1,1,0
974,1,1,1,0,0,1,1,8
975,1,1,1,1,0,1,1,9
976,1,1,1,1,1,1,0,8
977,0,1,1,0,1,1,1,8
978,1,0,0,0,0,0,1,3
979,1,1,1,1,1,1,1,6
980,0,0,1,1,0,1,1,3
981,1,1,1,1,0,1,1,9
982,1,1,1,1,0,1,1,9
983,0,1,1,1,0,1,0,4
984,1,1,1,1,1,0,1,2
985,0,0,1,0,0,1,0,1
986,0,0,1,0,0,1,0,1
987,0,0,1,0,1,1,1,1
988,0,1,1,0,1,1,1,0
989,1,1,0,0,1,1,0,0
990,1,0,1,1,1,1,1,3
991,1,0,1,0,1,0,0,2
992,0,1,0,1,0,0,1,5
993,1,1,1,1,1,0,0,8
994,1,1,0,1,0,1,1,6
995,1,1,1,1,1,1,1,5
996,0,0,1,1,1,0,1,2
997,1,0,0,1,0,1,1,6
998,1,1,0,1,1,0,1,6
999,1,1,0,0,1,1,1,6
1000,1,1,1,1,1,0,1,2
1001,1,0,1,1,1,0,1,2
1002,1,1,1,1,0,1,0,9
1003,1,1,1,0,1,1,0,0
1004,1,1,0,1,0,1,1,5
1005,1,0,1,0,0,1,0,7
1006,0,1,1,1,0,0,0,4
1007,1,0,1,1,0,0,1,3
1008,0,1,1,0,1,1,1,1
1009,1,1,1,1,0,1,0,9
1010,1,1,1,1,0,1,1,3
1011,0,0,1,1,0,1,0,7
1012,1,0,0,1,1,0,1,2
1013,1,1,0,1,0,1,1,9
1014,0,1,1,1,1,0,0,7
1015,1,1,0,1,0,1,1,5
1016,0,1,1,0,0,0,1,9
1017,0,1,1,1,0,1,1,4
1018,1,1,0,0,1,1,1,6
1019,1,0,1,1,1,0,1,2
1020,0,0,1,0,1,1,0,0
1021,1,1,1,1,0,1,1,3
1022,1,1,1,1,1,1,1,9
1023,1,1,0,1,0,0,0,5
1024,0,1,1,0,0,1,1,7
1025,0,0,0,1,1,1,1,5
1026,0,1,1,1,0,1,1,3
1027,0,1,0,0,1,0,0,9
1028,1,0,0,0,0,0,1,3
1029,0,1,0,0,1,1,1,0
1030,1,0,1,0,0,1,0,7
1031,1,1,1,1,0,0,1,5
1032,1,1,1,1,1,1,1,6
1033,1,0,1,1,0,0,1,3
1034,0,1,1,1,0,1,1,5
1035,1,1,0,1,1,1,1,6
1036,0,0,1,1,0,1,0,1
1037,0,1,0,1,1,1,1,8
1038,1,0,1,0,1,1,0,7
1039,0,0,0,0,0,1,0,1
1040,0,1,1,1,0,1,0,4
1041,1,1,0,1,0,1,1,5
1042,1,1,0,1,1,1,1,6
1043,1,0,1,0,1,1,0,1
1044,1,0,1,1,1,1,1,6
1045,1,1,1,1,0,0,0,5
1046,1,0,1,0,0,0,0,7
1047,1,1,1,1,1,1,1,0
1048,1,0,1,1,0,1,1,3
1049,1,1,1,0,0,1,1,3
1050,1,0,1,1,1,0,1,2
1051,1,1,1,1,1,0,1,8
1052,1,0,1,1,0,1,1,9
1053,1,1,1,0,0,0,0,7
1054,0,1,1,1,0,1,0,9
1055,0,1,0,1,1,1,1,0
1056,1,0,0,1,1,0,1,2
1057,1,1,0,0,1,1,1,6
1058,1,1,0,0,0,1,1,7
1059,1,1,1,0,0,1,1,9
1060,1,0,0,1,1,1,1,6
1061,1,1,1,0,0,1,1,0
1062,0,0,1,1,0,1,1,1
1063,1,1,0,0,1,1,0,7
1064,0,0,1,0,0,1,1,0
1065,1,0,1,1,0,1,1,3
1066,1,1,0,1,0,0,1,5
1067,0,1,1,1,1,1,1,3
1068,1,1,0,1,0,1,0,4
1069,0,0,1,1,0,1,0,1
1070,1,0,1,1,1,1,1,3
1071,1,1,0,1,1,1,1,6
1072,1,1,0,1,0,1,0,5
1073,1,1,0,1,0,1,1,6
1074,1,1,1,1,0,1,1,9
1075,0,1,1,0,1,1,1,0
1076,1,1,1,1,0,1,1,9
1077,1,0,0,1,1,0,1,2
1078,1,1,1,1,0,1,1,9
1079,1,1,1,1,1,1,1,8
1080,1,1,1,1,1,1,0,5
1081,0,1,1,1,0,1,0,4
1082,1,0,1,0,1,0,0,7
1083,1,1,1,0,1,1,1,0
1084,1,0,1,0,1,1,1,8
1085,0,0,1,1,1,0,1,2
1086,0,0,1,0,0,1,0,1
1087,0,1,1,1,0,1,0,4
1088,1,1,1,1,0,1,1,0
1089,1,0,0,0,1,1,1,1
1090,1,1,1,0,1,1,1,8
1091,1,1,1,1,1,1,1,5
1092,0,0,0,1,1,1,1,2
1093,1,0,1,0,1,0,1,2
1094,1,1,1,1,1,1,0,4
1095,1,1,0,1,0,0,0,6
1096,1,1,1,0,1,0,1,2
1097,1,1,1,0,1,0,1,0
1098,1,1,1,1,0,1,1,3
1099,0,0,0,0,0,1,0,1
1100,1,0,1,0,0,0,1,2
1101,1,1,0,1,1,1,1,6
1102,1,1,1,0,1,1,0,0
1103,0,1,1,0,1,1,1,0
1104,0,1,1,0,1,1,0,4
1105,1,1,0,1,0,1,1,5
1106,1,1,0,1,1,1,1,9
1107,1,0,0,1,0,1,1,3
1108,1,1,0,1,0,1,1,3
1109,1,1,1,1,1,0,1,8
1110,1,0,1,1,1,1,0,8
1111,1,0,1,1,0,0,1,3
1112,1,1,0,1,0,1,1,6
1113,1,1,1,0,1,1,1,0
1114,0,0,0,1,1,0,0,4
1115,1,0,1,1,1,0,0,2
1116,1,1,0,1,0,1,0,5
1117,1,1,1,0,0,1,1,9
1118,0,1,1,1,0,0,0,4
1119,1,1,0,1,1,1,1,6
1120,1,0,1,0,0,1,1,3
1121,0,1,0,0,1,1,0,7
1122,1,0,0,1,0,0,1,4
1123,1,0,1,1,1,1,0,3
1124,0,1,1,0,0,0,0,1
1125,0,0,1,0,1,1,0,1
1126,1,0,1,1,0,1,1,5
1127,0,1,1,0,1,1,1,7
1128,1,1,1,0,0,1,0,4
1129,1,1,0,1,0,1,0,5
1130,1,0,1,1,0,0,1,2
1131,0,0,0,0,0,1,1,1
1132,0,1,1,1,0,1,0,4
1133,0,0,1,0,1,0,0,1
1134,1,1,1,0,1,1,1,7
1135,1,1,0,1,1,1,0,6
1136,1,0,1,1,0,1,0,3
1137,1,1,0,1,0,1,1,6
1138,1,1,0,1,1,1,1,0
1139,1,1,1,1,1,0,1,2
1140,1,0,1,1,1,1,1,0
1141,1,1,0,0,1,0,1,0
1142,0,1,1,0,0,1,1,1
1143,1,1,1,1,1,1,1,8
1144,0,0,1,0,0,0,1,2
1145,1,0,1,0,0,1,1,7
1146,0,0,0,0,0,1,1,1
1147,1,0,1,1,1,1,1,8
1148,1,1,1,1,0,1,1,0
1149,1,0,0,0,0,1,0,0
1150,1,1,1,1,0,1,1,3
1151,0,0,1,0,1,1,1,0
1152,1,1,0,1,1,1,1,5
1153,0,0,0,0,0,1,1,1
1154,0,0,1,0,1,0,1,2
1155,1,1,1,1,1,0,1,2
1156,1,0,0,1,0,0,1,5
1157,1,1,0,1,1,1,0,6
1158,0,1,1,0,1,0,0,0
1159,0,1,1,1,0,0,1,5
1160,1,0,1,0,0,0,1,7
1161,1,1,1,1,0,1,1,9
1162,1,1,1,1,1,1,1,8
1163,1,1,1,0,1,0,1,0
1164,0,1,1,1,0,1,0,4
1165,1,0,1,1,0,1,0,7
1166,1,1,0,1,1,1,1,6
1167,0,1,1,0,0,1,0,4
1168,0,1,0,1,1,1,0,6
1169,1,1,1,0,1,1,1,6
1170,1,1,0,1,0,1,1,6
1171,1,1,1,1,0,0,0,4
1172,1,1,0,1,0,1,1,5
1173,1,1,1,1,0,1,1,9
1174,1,0,1,1,1,0,1,2
1175,1,1,1,0,1,1,0,0
1176,1,0,0,1,0,1,1,3
1177,1,1,1,1,0,1,0,9
1178,1,0,1,0,0,1,0,7
1179,0,0,1,0,1,1,0,1
1180,1,1,0,1,0,0,1,6
1181,0,0,1,0,0,1,1,1
1182,1,0,1,0,0,1,0,7
1183,0,0,0,0,0,1,0,1
1184,0,1,0,1,1,1,1,6
1185,1,0,0,0,0,1,1,6
1186,1,1,1,1,1,1,1,8
1187,1,0,0,1,0,1,1,3
1188,1,0,0,1,1,1,0,2
1189,1,1,1,1,0,1,1,9
1190,1,1,1,1,0,1,0,1
1191,1,1,0,1,0,1,1,9
1192,1,0,1,1,0,1,1,3
1193,1,0,0,1,0,0,0,4
1194,1,0,1,1,0,1,0,1
1195,0,1,0,1,1,1,1,6
1196,1,1,1,1,0,1,1,5
1197,0,1,1,0,1,0,1,0
1198,0,1,0,0,0,0,0,4
1199,0,1,0,1,0,0,0,1
1200,1,0,1,1,0,1,1,3
1201,1,1,0,1,1,1,0,6
1202,1,1,1,1,0,1,1,9
1203,1,1,0,1,0,1,0,5
1204,1,0,1,1,1,0,1,2
1205,1,0,0,1,1,1,0,8
1206,1,1,1,1,1,1,1,5
1207,1,1,0,1,0,0,1,5
1208,1,1,1,1,0,1,1,9
1209,1,0,0,0,0,0,1,5
1210,1,1,1,1,0,1,1,9
1211,1,0,1,0,0,0,0,7
1212,0,0,1,0,0,1,1,1
1213,1,0,0,1,0,1,1,5
1214,1,0,0,1,1,1,1,5
1215,1,0,0,1,1,1,0,6
1216,1,1,0,0,0,1,1,0
1217,1,0,1,1,0,1,1,6
1218,1,1,0,1,1,1,1,6
1219,1,0,1,1,0,1,0,7
1220,1,1,1,1,0,1,1,3
1221,0,0,1,0,0,1,0,7
1222,1,0,0,1,0,1,0,7
1223,1,1,0,1,1,1,1,9
1224,1,0,1,0,0,0,1,1
1225,1,1,1,0,1,0,1,8
1226,1,1,1,0,1,1,1,8
1227,1,0,1,1,0,1,1,3
1228,0,1,0,0,1,0,0,1
1229,1,1,1,1,0,1,1,9
1230,1,0,1,1,1,1,1,2
1231,1,1,1,1,0,0,0,9
1232,0,1,1,0,1,1,1,7
1233,1,1,1,0,1,0,1,0
1234,1,1,1,1,0,1,0,9
1235,1,1,0,1,0,1,0,5
1236,1,1,0,1,0,1,1,5
1237,0,1,0,1,0,1,1,4
1238,0,0,1,0,0,0,0,7
1239,1,1,0,1,1,1,1,6
1240,0,1,1,1,1,1,1,8
1241,0,0,1,1,0,1,1,3
1242,1,1,0,1,0,0,1,5
1243,1,0,1,0,0,1,1,9
1244,0,1,0,1,0,0,0,9
1245,0,1,1,1,0,1,1,4
1246,1,0,1,0,0,1,1,3
1247,1,1,1,1,1,1,1,6
1248,1,0,0,1,0,1,1,5
1249,0,1,1,1,0,1,1,4
1250,1,0,1,0,0,1,0,7
1251,0,0,1,0,0,1,0,7
1252,1,0,1,1,0,0,1,3
1253,1,1,1,1,1,1,0,2
1254,0,1,1,0,0,0,0,1
1255,1,0,1,0,1,1,1,8
1256,1,0,1,0,1,0,0,2
1257,0,1,1,0,0,0,1,0
1258,0,0,0,1,1,1,1,6
1259,1,1,1,1,0,0,1,9
1260,0,0,1,1,0,1,1,3
1261,1,0,1,0,0,1,1,7
1262,0,1,0,1,0,1,0,4
1263,1,1,0,0,1,0,0,0
1264,1,1,1,1,1,0,1,8
1265,1,1,0,1,1,1,1,5
1266,0,1,0,1,1,0,1,6
1267,1,1,0,1,1,1,1,8
1268,0,0,0,1,1,1,1,6
1269,1,1,0,1,0,1,0,5
1270,1,1,1,1,0,1,0,6
1271,1,1,0,1,0,1,1,5
1272,1,1,1,1,0,1,1,9
1273,1,1,1,1,1,1,1,8
1274,1,1,1,1,0,1,1,0
1275,1,1,1,1,1,1,1,8
1276,1,0,1,1,1,1,1,2
1277,1,0,1,0,0,1,0,1
1278,0,1,1,0,0,1,0,4
1279,1,1,1,0,1,0,1,8
1280,0,0,1,1,0,0,0,4
1281,1,1,0,1,1,1,1,5
1282,1,0,1,0,1,1,1,0
1283,1,1,0,1,1,0,1,2
1284,0,1,1,1,0,1,1,3
1285,1,0,1,0,1,1,0,0
1286,0,0,1,0,0,1,0,7
1287,0,0,1,0,0,1,0,1
1288,1,1,0,1,1,1,1,0
1289,1,1,1,1,0,0,0,9
1290,0,1,1,1,0,1,0,4
1291,0,1,1,1,0,1,0,4
1292,0,1,1,1,1,0,1,8
1293,1,1,1,1,1,0,1,8
1294,1,0,0,0,1,1,0,7
1295,1,0,1,1,0,1,0,1
1296,0,1,1,1,1,1,0,6
1297,1,1,1,1,0,1,0,9
1298,1,1,1,1,1,0,1,9
1299,0,1,1,1,0,1,1,4
1300,1,1,0,1,1,1,1,6
1301,1,0,1,0,0,1,1,3
1302,0,1,1,1,0,1,0,9
1303,1,1,1,0,1,0,1,0
1304,0,1,1,1,0,1,0,4
1305,0,0,0,0,1,0,1,7
1306,1,1,0,1,0,1,1,8
1307,1,1,1,1,1,1,1,4
1308,1,1,1,1,1,1,1,8
1309,1,0,0,1,1,1,1,6
1310,1,0,0,0,0,0,0,7
1311,0,0,1,0,0,1,0,1
1312,1,0,1,0,0,1,1,3
1313,1,0,1,1,0,0,1,3
1314,1,1,1,0,1,1,1,0
1315,1,1,0,1,0,0,1,5
1316,1,1,0,1,1,1,1,6
1317,1,1,0,1,1,1,1,6
1318,1,0,1,0,1,0,0,2
1319,1,0,1,0,1,0,0,7
1320,1,1,0,1,1,0,0,8
1321,1,0,1,0,0,1,0,1
1322,1,1,1,1,0,1,1,4
1323,1,1,0,1,0,1,1,5
1324,1,0,1,1,0,1,1,2
1325,1,0,1,0,0,0,0,7
1326,0,1,0,1,0,1,1,5
1327,1,1,1,1,1,0,1,2
1328,1,1,0,1,0,1,0,9
1329,0,1,1,1,1,1,0,4
1330,0,0,1,1,1,1,1,2
1331,1,1,1,0,1,0,1,0
1332,0,0,0,0,0,0,1,1
1333,0,0,1,0,0,1,0,4
1334,1,1,1,1,0,1,1,8
1335,1,1,1,0,1,1,1,0
1336,1,1,1,0,1,1,1,0
1337,0,0,1,0,0,1,0,7
1338,0,1,1,1,1,1,1,3
1339,1,1,0,1,1,1,1,6
1340,0,1,1,1,0,1,0,4
1341,0,1,1,1,1,1,0,4
1342,1,1,0,1,0,1,1,5
1343,0,0,1,1,0,1,1,3
1344,1,1,0,1,1,1,1,5
1345,1,1,1,1,1,1,1,0
1346,1,0,1,1,1,1,1,9
1347,1,1,0,1,0,1,1,5
1348,1,0,1,1,0,0,1,2
1349,1,1,0,0,1,0,1,8
1350,0,0,0,0,0,0,0,7
1351,1,0,0,1,0,0,1,6
1352,0,1,0,1,0,1,1,6
1353,1,1,1,1,0,1,0,9
1354,1,1,0,1,0,1,1,9
1355,1,1,1,1,1,1,1,8
1356,1,0,1,0,0,1,0,7
1357,0,1,1,1,0,1,1,5
1358,1,0,1,0,0,1,0,1
1359,0,1,1,0,0,1,0,4
1360,0,1,1,1,0,1,0,4
1361,1,0,1,1,1,1,0,7
1362,0,1,0,0,1,0,1,0
1363,1,0,0,1,1,1,0,2
1364,0,1,1,1,0,1,1,4
1365,0,1,1,1,0,1,0,4
1366,1,1,0,0,0,1,0,5
1367,0,1,0,0,1,1,0,6
1368,1,1,1,1,0,1,0,7
1369,1,1,1,0,1,1,1,0
1370,1,1,0,1,1,0,1,6
1371,1,1,1,1,1,0,1,2
1372,1,1,1,1,0,1,0,9
1373,1,1,1,0,1,1,1,3
1374,0,1,1,0,1,1,1,0
1375,1,1,0,1,1,1,1,6
1376,1,0,1,1,0,1,1,3
1377,0,1,1,1,1,1,0,4
1378,1,1,0,1,0,1,0,5
1379,1,1,1,0,1,1,1,0
1380,1,1,0,1,1,0,1,8
1381,0,0,1,0,0,1,0,4
1382,1,0,1,0,0,0,1,7
1383,1,1,1,0,1,1,1,2
1384,1,1,1,0,1,1,1,0
1385,1,0,0,1,0,0,1,5
1386,1,1,1,1,1,1,0,6
1387,0,0,1,0,0,1,0,7
1388,0,1,1,1,0,1,0,4
1389,0,1,0,0,0,0,1,1
1390,1,1,0,0,1,1,1,0
1391,1,0,1,1,0,1,1,3
1392,1,0,0,0,1,1,1,6
1393,1,0,1,0,0,1,1,7
1394,1,1,1,1,0,1,1,9
1395,1,0,1,1,0,1,1,3
1396,1,1,0,1,1,0,1,3
1397,1,1,0,1,1,1,1,5
1398,1,0,1,0,1,0,1,2
1399,1,0,1,1,1,0,1,2
1400,1,0,1,1,0,1,1,3
1401,0,1,1,1,1,0,0,8
1402,0,1,1,1,0,1,1,4
1403,1,0,1,1,1,1,1,5
1404,0,1,1,0,1,1,0,7
1405,0,1,1,0,1,0,1,1
1406,1,1,1,1,1,1,1,8
1407,0,0,1,0,0,1,0,1
1408,1,1,0,1,1,0,1,6
1409,1,0,1,1,1,0,1,2
1410,0,1,1,1,0,1,1,3
1411,0,1,1,1,0,0,0,4
1412,1,1,0,1,0,1,1,8
1413,0,0,1,0,0,1,1,0
1414,1,1,0,1,1,1,1,6
1415,1,1,0,1,1,0,1,5
1416,1,0,1,1,1,1,1,6
1417,1,1,0,1,1,1,1,9
1418,1,1,1,1,0,1,0,9
1419,1,1,0,0,1,1,1,5
1420,1,0,1,1,1,1,1,6
1421,1,0,1,0,0,1,0,7
1422,0,1,1,0,0,0,0,1
1423,0,0,1,0,1,1,0,1
1424,0,0,0,0,0,1,0,1
1425,1,1,1,1,0,1,1,3
1426,1,0,1,1,1,0,1,2
1427,1,1,1,0,1,1,0,0
1428,0,0,0,1,0,1,1,3
1429,1,1,1,0,0,1,1,9
1430,1,0,1,1,0,1,0,7
1431,1,1,1,1,0,1,1,9
1432,0,1,1,0,0,1,0,4
1433,1,0,0,1,1,1,1,6
1434,1,0,0,1,1,1,1,2
1435,1,0,1,1,1,0,1,2
1436,0,1,0,1,0,1,0,4
1437,1,1,1,1,1,1,0,8
1438,1,1,1,1,1,0,0,2
1439,1,1,1,1,0,0,1,9
1440,0,0,1,0,0,1,0,1
1441,0,1,1,0,0,1,0,1
1442,1,0,1,1,1,0,0,2
1443,0,0,1,0,0,1,0,1
1444,1,1,1,0,0,0,0,7
1445,1,1,1,0,0,1,1,1
1446,1,1,0,1,1,1,1,6
1447,1,0,1,0,0,1,0,7
1448,1,1,1,0,1,1,1,8
1449,0,0,1,1,0,1,0,1
1450,1,0,0,1,0,1,1,5
1451,1,0,1,0,1,0,0,7
1452,1,1,1,0,1,0,1,0
1453,1,0,0,0,1,1,0,7
1454,0,0,1,1,0,1,0,4
1455,1,1,0,1,0,1,1,8
1456,1,1,0,1,0,1,1,5
1457,0,0,1,0,0,1,0,1
1458,1,1,0,0,0,1,1,5
1459,1,0,0,1,0,1,1,3
1460,1,1,0,1,1,1,1,8
1461,1,0,1,1,1,1,1,2
1462,1,1,1,1,1,0,1,8
1463,1,0,1,1,0,1,1,3
1464,0,1,0,0,0,1,0,1
1465,0,1,1,1,0,1,1,9
1466,1,1,1,1,0,1,1,9
1467,1,0,1,0,0,1,0,7
1468,0,0,1,0,1,1,0,4
1469,0,1,1,0,0,1,0,7
1470,1,1,0,1,1,1,1,8
1471,0,0,1,0,1,0,0,7
1472,1,0,0,1,1,0,1,2
1473,0,1,1,1,0,1,0,4
1474,1,1,0,1,0,1,1,5
1475,1,0,0,1,0,1,1,5
1476,0,1,1,1,0,1,0,4
1477,1,0,1,0,1,1,1,3
1478,1,1,0,1,0,1,1,9
1479,0,1,0,0,0,1,0,4
1480,1,0,1,1,0,1,1,4
1481,1,0,1,1,1,0,1,2
1482,1,1,0,1,0,1,1,8
1483,1,1,0,1,0,1,1,5
1484,1,1,0,1,0,0,0,5
1485,1,1,0,1,0,1,1,6
1486,1,0,1,1,0,1,1,9
1487,0,0,1,0,0,1,0,1
1488,0,0,1,0,1,1,0,1
1489,1,0,1,0,1,1,0,7
1490,1,1,1,1,1,1,1,8
1491,0,1,0,1,1,1,1,6
1492,1,0,1,0,0,1,0,7
1493,1,0,0,0,0,1,1,3
1494,1,0,1,1,1,1,0,8
1495,0,1,1,0,0,1,1,4
1496,0,1,0,1,0,1,1,6
1497,1,0,0,1,1,1,0,6
1498,0,0,1,1,0,1,1,3
1499,1,1,0,1,0,1,1,8
1500,0,0,1,0,0,1,0,1
1501,0,0,1,1,0,1,0,1
1502,0,1,1,1,0,1,1,0
1503,1,1,1,0,1,1,1,0
1504,1,0,1,1,0,0,0,2
1505,0,0,1,1,1,0,0,2
1506,1,1,0,0,1,0,1,0
1507,1,0,0,1,0,1,0,9
1508,1,0,1,0,0,1,1,7
1509,1,0,0,0,0,1,0,7
1510,1,0,1,1,0,1,1,7
1511,0,0,1,0,0,1,0,1
1512,0,1,1,1,0,1,0,4
1513,1,0,0,1,1,0,1,2
1514,1,1,0,0,1,1,1,0
1515,1,1,1,0,1,1,1,0
1516,1,0,1,1,0,1,1,3
1517,1,0,1,1,1,0,1,2
1518,1,1,1,0,1,0,1,8
1519,1,0,0,0,0,1,0,1
1520,0,1,1,1,0,1,1,8
1521,1,0,1,0,0,1,1,3
